"Latitude","Altitude","Rainfall","Frosts","Year","Sp","PMCno","DBH","Ht","Surv","Vig","Ins_res","Stem_Fm","Crown_Fm","Brnch_Fm","Utility"
-40.1833333333333,130,1000,-3,1980,"ob",1522,21.6,12,40,4,3.7,3.5,3.5,3,"1"
-40.95,180,1080,-3,1982,"nd",2635,5.86,4.36,75,3,3,3,4,3,"0"
-40.95,180,1080,-3,1983,"pu",2573,1.48,2.96,13,1,3,3,3,3,"0"
-41.1333333333333,220,1050,-2,1983,"cr",1252,10.36,7.54,100,2.7,3,2,2,2,"0"
-40.6,150,1250,-3,1983,"nd",1596,15.02,9.92,100,3.5,4,2.7,4,2.5,"1"
-40,150,1300,-2,1983,"fa",2548,35.54,13.02,20,3.2,3.5,2.5,2.5,2.3,"1"
-39.7166666666667,150,900,-2,1986,"ra",1825,17.5,7.99,59.5305077412059,3.1121280952381,3.36321476190476,2.90399153846154,3.18004,2.8731683908046,"0"
-40.95,180,1080,-3,1981,"fa",2548,13.04,9.36,55,4,4,3,2.5,2,"1"
-40.1833333333333,130,1000,-3,1980,"co",1520,10.1,8.2,60,3,4,3.5,3.5,3.2,"0"
-40.95,180,1080,-3,1981,"pu",1598,7.94,7.77,100,3.5,4,2.5,4,3.3,"1"
-40.6,150,1250,-3,1983,"am",2560,18.59,8.26,13,2.5,3.5,2,2,2,"0"
-40.1833333333333,130,1000,-3,1980,"pu",1523,12.7,9.3,80,2.9,4,3.2,3.9,3.4,"1"
-40.6,150,1250,-3,1983,"cr",1252,15.35,11.87,75,2.9,2.7,2.5,3,2.5,"0"
-40.95,180,1080,-3,1983,"ni",2568,9.13,7.02,13,2.8,2.5,3,3,2.5,"0"
-40,150,1300,-2,1983,"nd",2635,32.5,14.57,10,2.7,3,3,4,3,"1"
-40,150,1300,-2,1983,"ob",1522,33.16,14.75,40,3.7,3.5,3.6,3.6,2.9,"1"
-39.8333333333333,70,1000,-2,1981,"ob",2459,23.7,13.3,88,5,3,3.5,3.5,2.5,"1"
-40.6,150,1250,-3,1983,"ob",2570,17.59,12.2,50,3,2.7,3,3.5,2.7,"0"
-40,150,1300,-2,1983,"nd",2635,30.75,14.57,20,3.8,4,3.5,4,2.9,"1"
-40.95,180,1080,-3,1983,"fa",2548,16.25,13.29,13,3,4,4,3.5,3,"0"
-40.1833333333333,130,1000,-3,1980,"ni",2088,19.1,9.7,60,3.7,3,2,2,1.5,"1"
-39.8333333333333,70,1000,-2,1981,"br",1112,11.9,9.7,100,2.3,1.8,3,3.5,3.2,"0"
-40.95,180,1080,-3,1982,"nd",2569,19.44,15.38,75,4.5,3.5,3.5,4,3,"1"
-40.95,180,1080,-3,1981,"re",2428,5.16,5.86,75,4,3,4,4,4,"1"
-40.95,180,1080,-3,1983,"ov",1788,5.35,5.9,25,2,1.8,2,2.5,3,"0"
-41.2,160,1000,-3,1981,"ka",1171,8.6,8.9,100,3,2.5,2.8,3,2.8,"0"
-40.95,180,1080,-3,1981,"fa",2426,17.42,9.01,45,4.5,4.5,3,2,1.5,"1"
-40,150,1300,-2,1983,"ni",2568,52.76,21,50,4.5,2.7,3.9,3.4,2.6,"1"
-41.2666666666667,300,1200,-3,1982,"el",2638,1.27,1.74,50,1,3,2,3,3,"0"
-40.95,180,1080,-3,1981,"bxs",1111,4.88,4.11,88,3.5,2.5,2,2,2,"0"
-40.95,180,1080,-3,1981,"fr",1786,6.05,5.39,88,4,4,3.5,3.5,3.5,"1"
-39.6333333333333,100,850,-2,1980,"ov",1521,10.22,8.32,100,3,1.8,3,3,3,"0"
-41.1333333333333,220,1050,-2,1983,"am",2560,21.27,9.13,88,3.3,3.5,2.5,3.3,3,"1"
-41.2666666666667,300,1200,-3,1982,"fa",2426,16.69,9.48,50,4,3,4,4,3,"1"
-41.2,160,1000,-3,1981,"br",1112,4,3.2,63,2,1.5,3,3,3,"0"
-40,150,1300,-2,1983,"am",1592,34.11,16.48,20,3.5,3.8,3.2,3.9,2.5,"1"
-40.95,180,1080,-3,1983,"pa",2750,1.38,1.53,13,1,1,3,3,3,"0"
-39.7166666666667,150,900,-2,1986,"am",3268,18.01,3.26,50.2895126630126,2.61089666666667,2.83156047619048,2.44385487179487,2.90780095238095,2.38103303030303,"0"
-41.2,160,1000,-3,1981,"pu",1598,13.6,7.3,38,3,3,2,2.5,2,"0"
-40,150,1300,-2,1983,"ob",2570,35.4,14.05,10,3,3,3.3,3.5,3,"1"
-41.2,160,1000,-3,1981,"ka",1171,3.5,2.9,75,1,1,3,3,3,"0"
-40.6,150,1250,-3,1983,"re",2553,23.53,21.06,50,4.5,3.5,3.3,3.2,2.8,"1"
-40.95,180,1080,-3,1981,"re",2431,3.35,5.16,100,3,3,4.5,4,4,"1"
-39.7166666666667,150,900,-2,1986,"ra",1257,21.27,9.72,51.9973640410464,3.37401666666667,3.44017952380952,2.5247,2.74579333333333,2.13808714285714,"0"
-40.95,180,1080,-3,1982,"ka",1171,6.97,8.95,75,2,2,3,3,3,"0"
-39.8333333333333,70,1000,-2,1981,"sm",1340,9.3,4.3,63,1,1.2,1,1,1,"0"
-41.2666666666667,300,1200,-3,1982,"bxs",1111,10.99,7.2,100,2,3,3,3,3,"0"
-39,200,1400,-2,1980,"rd",1524,12.79,8.82,37.8958587538609,2.5,3,3.3,4,4,"0"
-41.2666666666667,300,1200,-3,1982,"nd",1595,15.69,8.95,100,3,3,4,4,3,"1"
-41.2,160,1000,-3,1981,"ob",1337,17.1,12.1,5,3,3.5,3,3,4,"0"
-39,200,1400,-2,1980,"ov",1521,9.99,7.49,39.4811016110038,2,2,3,4,4,"0"
-40.95,180,1080,-3,1981,"re",2550,15.37,10.82,13,3,2.7,3.5,3.5,3,"0"
-39,200,1400,-2,1980,"fr",1487,3.072,9.93,37.431583886136,3,4,2,2,1,"1"
-39.7166666666667,150,900,-2,1986,"pu",3272,26.63,11.4,52.4112019447454,3.58774333333333,3.72350095238095,3.02156512820513,3.50262111111111,2.58467428571429,"0"
-40.1833333333333,130,1000,-3,1980,"ob",1522,15.5,9.8,40,4,3.5,3.5,3.5,3,"1"
-39.7166666666667,150,900,-2,1986,"nd",1596,32.88,14.98,48.3756242424243,4.04767666666667,3.62844571428571,3.21181846153847,3.50172833333333,2.45192833333334,"0"
-40.6,150,1250,-3,1983,"ov",2571,22.03,19.34,50,4,2.5,3.3,3.3,3,"1"
-40.95,180,1080,-3,1981,"el",1338,7.28,7.45,63,4,3,3.3,3.3,3,"1"
-41.1333333333333,220,1050,-2,1983,"fa",1482,22.38,8.74,100,3.7,3,3.2,3.3,2.6,"1"
-41.2666666666667,300,1200,-3,1982,"re",1352,17.95,13.09,75,4,3,4,3.5,3,"1"
-40.6,150,1250,-3,1983,"co",2562,18.81,19.09,75,3,3,3.5,4,3,"1"
-40.95,180,1080,-3,1981,"ka",1171,8.019912,6.05421617460317,36.7881309523809,2.5,2,1,1,1,"0"
-39.8333333333333,70,1000,-2,1981,"fr",1786,17,15.3,75,4.7,4,3.5,4,4,"1"
-41.2666666666667,300,1200,-3,1982,"rd",2575,9.84,5.67,100,1.5,1.5,2,2,2,"0"
-40.6,150,1250,-3,1983,"pu",2573,23.29,17.74,75,3,3,3,3.5,2.5,"1"
-39.6333333333333,100,850,-2,1980,"si",1525,14.75,7.79,30,4,4,4,2.5,2,"1"
-41.2,160,1000,-3,1981,"fa",1482,7.8,5.6,88,3,3,2,2,2,"1"
-41.2666666666667,300,1200,-3,1982,"ka",2631,5.75,4.6,25,2,2,3,3,3,"0"
-41.2666666666667,300,1200,-3,1982,"bxs",1111,18.99,10.73,75,3,3,3.5,3,3,"1"
-39.6333333333333,100,850,-2,1980,"ma",1362,8.99,6.05,60,2.5,3,3,4,4,"0"
-40.95,180,1080,-3,1983,"ob",2458,2.11,3.1,38,1.3,3,3,3,3,"0"
-40.95,180,1080,-3,1982,"bxs",1111,9.65,6.24,25,2.8,3,3,3,2.5,"0"
-39.8333333333333,70,1000,-2,1981,"fa",1482,15.5,10.5,50,3,3.3,3.3,3,3,"1"
-40.6,150,1250,-3,1983,"ov",2571,19.67,20.14,50,3,2,3.3,3.7,4,"1"
-39.7166666666667,150,900,-2,1986,"ra",1257,26.18,11.96,48.7784242424243,3.72241666666667,3.53373952380952,2.73868,2.94409333333333,2.26209047619047,"0"
-40.95,180,1080,-3,1981,"nc",1780,3.51,4.68,25,1.5,1.5,2,2,3,"0"
-39.7166666666667,150,900,-2,1986,"pu",3273,10.1,4.32,48.6660362970363,2.06199666666667,2.43077285714286,2.66038,3.13223,2.87976142110763,"0"
-39.8333333333333,70,1000,-2,1981,"re",2431,26,14,88,5,3.5,3.5,4,3.3,"1"
-41.2666666666667,300,1200,-3,1982,"br",2621,7.64,6.72,100,3.5,2,2,2,2,"0"
-39.8333333333333,70,1000,-2,1981,"re",2428,22.6,13.4,100,5,3,2.3,2.7,2,"1"
-39.6333333333333,100,850,-2,1980,"ob",1522,16.13,9.95,50,4.3,4.5,3.3,3.5,3,"1"
